System,Mass Code,System Stars,Primary Star Type,Primary Star Spectral Class,Primary Star Luminosity,Primary Star Age,Parent Star,Parent Star Type,Parent Star Spectral Class,Parent Star Luminosity,Parent Star Age,Parent Body,Parent Body Type,Parent Landable,Parent Terraformable,Planet Name,Landable,Orbit Type,Type,Rings,RingTypes,Arrival Distance,Terraforming State,Radius,Earth Masses,Surface Gravity,Surface Temperature,Surface Pressure,Volcanism,Atmosphere,Axial Tilt,Rotational Period,Tidally Locked,Orbital Period,Semi-major Axis,Orbital Eccentricity,Orbital Inclination,Arg. of Periapsis,Mean Anomaly,Longitude of Ascending Node,Coord X,Coord Y,Coord Z,Timestamp
Flyoo Prao YM-I d10-3,D,single,A (Blue-White) Star,A5,Vb,1850,Flyoo Prao YM-I d10-3,A (Blue-White) Star,A5,Vb,1850,Flyoo Prao YM-I d10-3,A (Blue-White) Star,,,Flyoo Prao YM-I d10-3 5,no,planetary,Water world,0,"",1956.7584228516,Not terraformable,6847.0685,1.4949020147,1.2970968485,424,9.26052121885,Minor Silicate Vapour Geysers,Thick Ammonia,-0.467317,105.732787342454,no,123.969844921875,0.006718310046,0.057566,-2.46626,298.89015,,,21770.5,-441.781,40828.9,2022-08-04 22:17:14
Flyoo Prao YM-I d10-3,D,single,A (Blue-White) Star,A5,Vb,1850,Flyoo Prao YM-I d10-3,A (Blue-White) Star,A5,Vb,1850,Flyoo Prao YM-I d10-3,A (Blue-White) Star,,,Flyoo Prao YM-I d10-3 6,no,planetary,Water world,0,"",2452.4567871094,Not terraformable,9028.298,4.0303702354,2.0114173889,404,12.409682950901,Major Silicate Vapour Geysers,Thick Water-rich,0.350541,1.517022492662,no,2985.33450674132,4.911769227986,0.00563,0.318382,202.7439,,,21770.5,-441.781,40828.9,2022-08-05 07:25:37
Flyoo Prao YM-Q d6-11,D,single,F (White) Star,F4,Vb,1830,Flyoo Prao YM-Q d6-11,F (White) Star,F4,Vb,1830,Flyoo Prao YM-Q d6-11,F (White) Star,,,Flyoo Prao YM-Q d6-11 7,no,planetary,Water world,0,"",1059.5678710938,Candidate for terraforming,4071.0295,0.2703210115,0.6634990573,269,0.063875459135,No volcanism,Thin Carbon dioxide-rich,-0.321349,127.026498592928,yes,91.452784146424,0.002450471431,0.164778,-1.412925,293.719055,,,21718.4,-33.7812,40501.3,2020-11-04 04:34:00
Flyoo Prao YM-Q d6-4,D,single,A (Blue-White) Star,A8,Vb,1762,Flyoo Prao YM-Q d6-4,A (Blue-White) Star,A8,Vb,1762,Flyoo Prao YM-Q d6-4,A (Blue-White) Star,,,Flyoo Prao YM-Q d6-4 6,no,planetary,Water world,0,"",1865.3020019531,Candidate for terraforming,5069.934,0.5482620001,0.8676659465,260,1.448767900467,No volcanism,Nitrogen,0.369604,1.988102797616,no,2146.77828329583,3.73162731912,0.004265,0.000749,163.575719,,,21739,-99.6875,40477.7,2020-11-04 03:32:10
Flyoo Prao YP-M d8-0,D,single,F (White) Star,F3,Vb,1648,Flyoo Prao YP-M d8-0,F (White) Star,F3,Vb,1648,Flyoo Prao YP-M d8-0,F (White) Star,,,Flyoo Prao YP-M d8-0 4,no,planetary,Water world,0,"",1817.1121826172,Not terraformable,4020.5845,0.2583580017,0.6501485109,289,0.780365624229,No volcanism,Carbon dioxide,-0.375304,0.886781083623,no,95.443412385602,0.001725866655,0.197817,5.698568,110.767203,,,22827.6,-237.969,40685.4,2022-03-19 00:53:19
Flyoo Prao YP-M d8-1,D,single,F (White) Star,F8,Vb,1180,Flyoo Prao YP-M d8-1,F (White) Star,F8,Vb,1180,Flyoo Prao YP-M d8-1,F (White) Star,,,Flyoo Prao YP-M d8-1 2,no,planetary,Water world,0,"",693.7553710938,Candidate for terraforming,3933.91875,0.243750006,0.6407120228,299,0.067888056491,No volcanism,Thin Carbon dioxide-rich,1.201943,1.988215315359,no,517.05066666559,1.389971532829,0.000489,0.132486,238.973378,,,22886.4,-206.688,40634.6,2022-03-19 01:01:26
Flyoo Prao YP-M d8-1,D,single,F (White) Star,F8,Vb,1180,Flyoo Prao YP-M d8-1,F (White) Star,F8,Vb,1180,Flyoo Prao YP-M d8-1,F (White) Star,,,Flyoo Prao YP-M d8-1 4,no,planetary,Water world,0,"",1106.0959472656,Not terraformable,4082.8255,0.2714509964,0.6624282598,259,0.744425656926,No volcanism,Nitrogen,0.320414,0.923515548056,no,1041.59534115483,2.217089270322,0.001345,-3.097707,169.751952,,,22886.4,-206.688,40634.6,2022-03-19 01:01:18
Flyoo Prao YP-M d8-2,D,single,F (White) Star,F0,VI,3084,Flyoo Prao YP-M d8-2,F (White) Star,F0,VI,3084,Flyoo Prao YP-M d8-2,F (White) Star,,,Flyoo Prao YP-M d8-2 8,no,planetary,Water world,0,"",2300.5805664063,Not terraformable,4184.9085,0.294265002,0.6834955812,268,0.925901107209,No volcanism,Carbon dioxide,-0.088654,1.967173588808,no,3013.86250389942,4.646026424137,0.007686,-0.272748,67.771446,,,22858.2,-248.844,40680,2022-03-19 01:14:52
Flyoo Prao YP-V d3-7,D,multiple,F (White) Star,F6,Vab,2290,Flyoo Prao YP-V d3-7 A,F (White) Star,F6,Vab,2290,Flyoo Prao YP-V d3-7 A,F (White) Star,,,Flyoo Prao YP-V d3-7 A 3,no,planetary,Water world,0,"",1101.1701660156,Not terraformable,7344.2705,1.9284930229,1.4544197321,415,12.716215133667,Minor Metallic Magma,Thick Ammonia,-1.267713,0.783656557072,no,1027.84417017742,2.208168846089,0.000877999991644,0.027327999473,311.258127,,,22539.2,-139.375,40248.4,2021-08-13 09:53:33
Flyoo Prao YP-W d2-2,D,single,F (White) Star,F6,Vab,1534,Flyoo Prao YP-W d2-2,F (White) Star,F6,Vab,1534,Flyoo Prao YP-W d2-2,F (White) Star,,,Flyoo Prao YP-W d2-2 4,no,planetary,Water world,0,"",1647.6928710938,Not terraformable,3695.6035,0.1981880069,0.5903038979,272,0.470610157602,No volcanism,Carbon dioxide,-0.074925,1.60045031485,no,1834.32825185637,3.300089047027,0.001446,-0.054493,254.359414,,,22192.6,-492.531,40135.7,2022-09-19 15:59:58
Flyoo Prao YQ-C d6,D,single,F (White) Star,F2,VI,3630,Flyoo Prao YQ-C d6,F (White) Star,F2,VI,3630,Flyoo Prao YQ-C d6,F (White) Star,,,Flyoo Prao YQ-C d6 3,no,planetary,Water world,0,"",1072.7387695313,Candidate for terraforming,3308.065,0.1398359984,0.5198044181,254,0.079466722906,No volcanism,Thin Carbon dioxide-rich,-0.319221,0.94334347603,no,980.659319018877,2.15025489786,0.000374,0.045462,74.082424,,,21696.3,-111.812,39953.7,2021-03-26 20:22:17
Flyoo Prao YQ-K d9-1,D,multiple,A (Blue-White) Star,A6,VI,1812,Flyoo Prao YQ-K d9-1 A,A (Blue-White) Star,A6,VI,1812,Flyoo Prao YQ-K d9-1 A,A (Blue-White) Star,,,Flyoo Prao YQ-K d9-1 A 7,no,planetary,Water world,0,"",2157.6313476563,Candidate for terraforming,4840.3845,0.4705039859,0.8169069886,278,1.059689042073,No volcanism,Nitrogen,-0.064641,0.510032284838,no,2518.78459972361,4.286813800093,0.010597,0.161318,266.253078,,,22403.4,-330.312,40715.1,2022-06-10 22:48:32
Flyoo Prao YQ-T d4-0,D,multiple,F (White) Star,F9,Vb,3200,Flyoo Prao YQ-T d4-0 D,L (Brown dwarf) Star,L1,V,3200,Flyoo Prao YQ-T d4-0 D,L (Brown dwarf) Star,,,Flyoo Prao YQ-T d4-0 D 4,no,planetary,Earth-like world,0,"",22120.23046875,Not terraformable,6801.885,1.5043319464,1.3226780891,279,0.656157013323,Minor Silicate Vapour Geysers,Suitable for water-based life,0.138,51.093052222894,no,77.03396457213,0.187616776324,0.433251,139.600034,150.01501,,,22016.2,-264.156,40308.1,2022-03-11 23:30:06
Flyoo Prao YQ-T d4-4,D,single,G (White-Yellow) Star,G9,Va,1766,Flyoo Prao YQ-T d4-4,G (White-Yellow) Star,G9,Va,1766,Flyoo Prao YQ-T d4-4,G (White-Yellow) Star,,,Flyoo Prao YQ-T d4-4 2,no,planetary,Water world,0,"",770,Not terraformable,3600.73225,0.1824339926,0.5723914504,265,0.308079952351,No volcanism,Carbon dioxide,-0.322439,13.772584289444,no,17.002505008819,0.000473391799,0.095886,-9.190306,121.816516,,,22093.1,-256.688,40312.5,2022-03-11 23:37:15
Flyoo Prao YQ-T d4-4,D,single,G (White-Yellow) Star,G9,Va,1766,Flyoo Prao YQ-T d4-4,G (White-Yellow) Star,G9,Va,1766,Flyoo Prao YQ-T d4-4,G (White-Yellow) Star,,,Flyoo Prao YQ-T d4-4 4,no,planetary,Water world,0,"",1018,Not terraformable,4123.31975,0.2810060084,0.6723425388,252,1.006314381327,No volcanism,Carbon dioxide,-0.323967,1.962453668634,no,1116.07607730009,2.040816224179,0.00126,0.561596,115.238043,,,22093.1,-256.688,40312.5,2022-03-11 23:37:11
Flyoo Prao YQ-T d4-8,D,single,F (White) Star,F2,VI,1506,Flyoo Prao YQ-T d4-8,F (White) Star,F2,VI,1506,Flyoo Prao YQ-T d4-8,F (White) Star,,,Flyoo Prao YQ-T d4-8 6,no,planetary,Water world,0,"",1074.4721679688,Candidate for terraforming,4553.323,0.3878780007,0.7610396147,380,0.956459721194,No volcanism,Nitrogen,2.187688,0.544342415868,no,1017.91578862402,2.153243898188,1e-05,-0.021059,279.533644,,,22046.1,-236.188,40333.9,2022-03-11 23:25:28
Flyoo Prao YR-E c27-0,C,multiple,G (White-Yellow) Star,G8,Vab,7678,Flyoo Prao YR-E c27-0 A,G (White-Yellow) Star,G8,Vab,7678,Flyoo Prao YR-E c27-0 A,G (White-Yellow) Star,,,Flyoo Prao YR-E c27-0 A 7,no,planetary,Water world,0,"",675.3031616211,Candidate for terraforming,4510.0385,0.3757260144,0.7514148355,248,0.63591918795,No volcanism,Nitrogen,0.266005,1.653078315891,no,631.258277981366,1.352494738379,0.003123,-4.64404,64.101762,100.816931,,22735.8,-500.344,41059.6,2022-07-23 22:37:54
Flyoo Prao YR-H d11-0,D,multiple,F (White) Star,F6,Vab,594,Flyoo Prao YR-H d11-0 D,M (Red dwarf) Star,M3,Va,594,Flyoo Prao YR-H d11-0 D,M (Red dwarf) Star,,,Flyoo Prao YR-H d11-0 D 6,no,planetary,Water world,0,"",62049.03515625,Not terraformable,5434.422,0.4382889867,0.6037023664,258,125.69849395752,No volcanism,Thick Argon-rich,-0.016492,118.215779287037,yes,118.157302063924,0.350266002878,2.5999999707e-05,-0.001856,56.225588,,,22209.6,-90.0312,40866.3,2020-08-20 20:31:41
Flyoo Prao YR-H d11-7,D,multiple,A (Blue-White) Star,A9,Vab,474,Flyoo Prao YR-H d11-7 A,A (Blue-White) Star,A9,Vab,474,Flyoo Prao YR-H d11-7 A,A (Blue-White) Star,,,Flyoo Prao YR-H d11-7 A 5,no,planetary,Water world,0,"",1637.7414550781,Not terraformable,7390.3155,1.9548289776,1.4559680223,429,11.906558036804,Minor Metallic Magma,Thick Ammonia,-2.176026,1.652137213472,no,1669.46766829051,3.284269446335,0.000689,-0.082385,4.7422,,,22187.2,-90.2812,40858.2,2020-08-20 22:05:05
Flyoo Prao YR-H d11-7,D,multiple,A (Blue-White) Star,A9,Vab,474,Flyoo Prao YR-H d11-7 A,A (Blue-White) Star,A9,Vab,474,Flyoo Prao YR-H d11-7 A,A (Blue-White) Star,,,Flyoo Prao YR-H d11-7 A 6,no,planetary,Water world,0,"",2117.3596191406,Candidate for terraforming,6364.567,1.1672730446,1.1722054482,253,0.622177302837,Minor Silicate Vapour Geysers,Nitrogen,0.113138,1.327557894907,no,2453.90342617477,4.24578924366,0.000849,-0.469981,58.265649,,,22187.2,-90.2812,40858.2,2020-08-20 22:31:53
Flyoo Prao YS-F d12-0,D,single,F (White) Star,F8,Vb,4606,Flyoo Prao YS-F d12-0,F (White) Star,F8,Vb,4606,Flyoo Prao YS-F d12-0,F (White) Star,,,Flyoo Prao YS-F d12-0 6,no,planetary,Water world,0,"",825.025390625,Candidate for terraforming,4476.237,0.3660979867,0.7432591319,266,1.028055310249,No volcanism,Nitrogen,0.041403,0.98835770831,no,741.477296860127,1.651982857495,0.000997,0.007229,296.023916,,,21706,-147.688,40970.1,2021-07-09 17:52:10
Flyoo Prao YS-F d12-1,D,single,G (White-Yellow) Star,G0,Vb,1272,Flyoo Prao YS-F d12-1,G (White-Yellow) Star,G0,Vb,1272,Flyoo Prao YS-F d12-1,G (White-Yellow) Star,,,Flyoo Prao YS-F d12-1 1,no,planetary,Water world,0,"",958.8239746094,Not terraformable,7760.16,2.3196570873,1.5669367313,473,19.24048614502,Metallic Magma,Thick Carbon dioxide,2.099831,1.204426094884,no,996.373097101852,1.921473954375,1.999999995e-06,-0.000657,204.492729,,,21709.3,-141.469,40961.2,2021-07-09 17:59:36
Flyoo Prao YS-F d12-1,D,single,G (White-Yellow) Star,G0,Vb,1272,Flyoo Prao YS-F d12-1,G (White-Yellow) Star,G0,Vb,1272,Flyoo Prao YS-F d12-1,G (White-Yellow) Star,,,Flyoo Prao YS-F d12-1 2,no,planetary,Water world,0,"",1719.7036132813,Not terraformable,6407.92,1.2064169645,1.1951771975,293,11.546336174011,Minor Silicate Vapour Geysers,Thick Carbon dioxide,-1.239731,0.493755413646,no,2398.08974718611,3.450882378418,0.002039,0.034045,61.150479,,,21709.3,-141.469,40961.2,2021-07-09 17:59:43
Flyoo Prao YS-F d12-12,D,multiple,F (White) Star,F0,Vb,1124,Flyoo Prao YS-F d12-12 C,K (Yellow-Orange) Star,K0,Vab,1124,Flyoo Prao YS-F d12-12 C,K (Yellow-Orange) Star,,,Flyoo Prao YS-F d12-12 C 3,no,planetary,Water world,0,"",445716,Not terraformable,5267.3145,0.618934989,0.907476902,250,1.116461515427,No volcanism,Nitrogen,0.174977,1.989135827639,no,737.872098882998,1.585588553664,0.00052,-0.781757,142.644239,,,21762.7,-156.125,40956.9,2021-07-10 09:13:32
Flyoo Prao YS-F d12-3,D,multiple,A (Blue-White) Star,A8,VI,1496,Flyoo Prao YS-F d12-3 A,A (Blue-White) Star,A8,VI,1496,Flyoo Prao YS-F d12-3 A,A (Blue-White) Star,,,Flyoo Prao YS-F d12-3 A 6,no,planetary,Water world,0,"",1869.3198242188,Candidate for terraforming,4864.149,0.4776880145,0.8212958574,298,0.780112564564,No volcanism,Nitrogen,0.398918,0.927096845139,no,2093.94649223044,3.754004241239,0.00591,-0.346321,151.480765,,,21758.1,-184,40989.2,2021-07-10 08:47:19
Flyoo Prao YS-F d12-4,D,multiple,A (Blue-White) Star,A8,VI,670,Flyoo Prao YS-F d12-4 A,A (Blue-White) Star,A8,VI,670,Flyoo Prao YS-F d12-4 A,A (Blue-White) Star,,,Flyoo Prao YS-F d12-4 A 6,no,planetary,Water world,0,"",1942.4124755859,Candidate for terraforming,4464.669,0.3633669913,0.7415423989,286,0.629696249962,No volcanism,Nitrogen,0.472141,0.540217343414,no,2280.04212732674,3.901250288766,0.004464,0.012369,268.994699,,,21742.8,-172.438,40989.8,2021-07-09 18:09:21
Flyoo Prao YT-Y d1-0,D,single,A (Blue-White) Star,A8,VI,1054,Flyoo Prao YT-Y d1-0,A (Blue-White) Star,A8,VI,1054,Flyoo Prao YT-Y d1-0,A (Blue-White) Star,,,Flyoo Prao YT-Y d1-0 7,no,planetary,Water world,0,"",2479.6931152344,Not terraformable,9292.694,4.4220452309,2.08309412,467,34.505697014557,Major Silicate Vapour Geysers,Thick Carbon dioxide,-2.388454,1.127446434005,no,3379.651862714,4.997123298106,0.006343,0.411549,162.49591,28.369368,,22818.1,-334.188,40056.7,2022-06-30 22:36:52
Flyoo Prao YT-Z d0,D,multiple,A (Blue-White) Star,A7,Vb,2444,Flyoo Prao YT-Z d0 A,A (Blue-White) Star,A7,Vb,2444,Flyoo Prao YT-Z d0 A,A (Blue-White) Star,,,Flyoo Prao YT-Z d0 A 5,no,planetary,Water world,0,"",1930.3193359375,Not terraformable,8713.685,3.4748859406,1.8616836071,399,19.824295043945,Major Silicate Vapour Geysers,Thick Ammonia,-0.084555,0.770005534653,no,2183.49826280718,3.869744641934,0.000429,0.040439,321.719696,,,22503.7,-660.094,39987,2021-04-10 09:29:03
Flyoo Prao YU-N d7-0,D,multiple,G (White-Yellow) Star,G8,Vab,988,Flyoo Prao YU-N d7-0 A,G (White-Yellow) Star,G8,Vab,988,Flyoo Prao YU-N d7-0 A,G (White-Yellow) Star,,,Flyoo Prao YU-N d7-0 A 2,no,planetary,Water world,0,"",458.8662719727,Candidate for terraforming,3369.69325,0.1470880061,0.5269452929,247,0.002312024367,No volcanism,Thin Carbon dioxide,0.331065,1.317297993854,no,336.831476953299,0.919533066391,3.3e-05,-0.151964,9.654951,,,22664.2,-494.562,40540.8,2022-08-16 11:10:12
Flyoo Prao YU-N d7-1,D,multiple,A (Blue-White) Star,A9,Vb,896,Flyoo Prao YU-N d7-1 B,F (White) Star,F8,Vb,896,Flyoo Prao YU-N d7-1 B,F (White) Star,,,Flyoo Prao YU-N d7-1 B 3,no,planetary,Water world,0,"",54195.671875,Candidate for terraforming,3595.0785,0.1808129996,0.5690912604,265,0.008467569711,No volcanism,Thin Carbon dioxide,-0.479117,1.394787601134,no,1023.10167556559,2.010236614027,0.000143,-0.119984,186.652479,,,22667.7,-485.375,40539.8,2022-08-16 11:58:20
Flyoo Prao YU-N d7-1,D,multiple,A (Blue-White) Star,A9,Vb,896,Flyoo Prao YU-N d7-1 B,F (White) Star,F8,Vb,896,Flyoo Prao YU-N d7-1 B,F (White) Star,,,Flyoo Prao YU-N d7-1 B 5,no,planetary,Water world,0,"",52274.359375,Not terraformable,4344.12,0.3309299946,0.7133481503,268,0.278711544693,No volcanism,Oxygen,0.144769,1.260746312222,no,2348.29634428021,3.497867404481,0.002351,1.937492,5.581303,,,22667.7,-485.375,40539.8,2022-08-16 11:34:31
Flyoo Prao YU-O d6-0,D,multiple,F (White) Star,F0,Vb,1140,Flyoo Prao YU-O d6-0 A,F (White) Star,F0,Vb,1140,Flyoo Prao YU-O d6-0 A,F (White) Star,,,Flyoo Prao YU-O d6-0 A 7,no,planetary,Water world,0,"",1813.2103271484,Candidate for terraforming,3918.73325,0.2375019938,0.6291365027,291,0.074837714434,No volcanism,Thin Carbon dioxide-rich,0.505946,1.105545347593,no,1944.27771148854,3.663122598336,0.008573,0.514131,339.34423,,,22347.4,-817.938,40457.9,2021-05-22 02:56:47
Flyoo Prao YU-V d3-4,D,single,F (White) Star,F7,Vab,5522,Flyoo Prao YU-V d3-4,F (White) Star,F7,Vab,5522,Flyoo Prao YU-V d3-4,F (White) Star,,,Flyoo Prao YU-V d3-4 3,no,planetary,Water world,0,"",1088,Candidate for terraforming,6565.9075,1.2951849699,1.2221128941,347,0.780553221703,Major Rocky Magma,Nitrogen,-0.185272,1.725005634433,no,1042.53984711788,2.178943786707,0.000935,0.003488,230.221908,,,22657.5,-103.375,40272.8,2020-12-06 06:35:37
Flyoo Prao YU-V d3-9,D,multiple,F (White) Star,F2,Vb,562,Flyoo Prao YU-V d3-9 A,F (White) Star,F2,Vb,562,Flyoo Prao YU-V d3-9 A,F (White) Star,,,Flyoo Prao YU-V d3-9 A 7,no,planetary,Water world,0,"",2011,Not terraformable,9138.262,4.1366739273,2.0150837898,466,33.977405548096,Major Silicate Vapour Geysers,Thick Carbon dioxide,0.442099,1.897827439306,no,2629.53423791458,4.029219736526,8.8000000687e-05,-0.048185,184.193116,,,22679.7,-92.75,40236,2020-12-06 08:53:59
Flyoo Prao YU-W d2-1,D,multiple,A (Blue-White) Star,A9,VI,2448,Flyoo Prao YU-W d2-1 A,A (Blue-White) Star,A9,VI,2448,Flyoo Prao YU-W d2-1 A,A (Blue-White) Star,,,Flyoo Prao YU-W d2-1 A 5,no,planetary,Earth-like world,0,"",2221.6716308594,Not terraformable,7138.7755,1.7162879705,1.3687727451,307,0.742580881451,Minor Metallic Magma,Suitable for water-based life,0.296809,1.424430062882,no,2891.09142290221,4.470561398984,0.010818,-0.055056,223.864989,57.385025,,22340,-413.656,40183.1,2022-06-03 18:02:09
Flyoo Prao YU-W d2-1,D,multiple,A (Blue-White) Star,A9,VI,2448,Flyoo Prao YU-W d2-1 B,G (White-Yellow) Star,G5,Vab,2448,Flyoo Prao YU-W d2-1 B,G (White-Yellow) Star,,,Flyoo Prao YU-W d2-1 B 5,no,planetary,Water world,0,"",25256.751953125,Candidate for terraforming,7094.694,1.6921149492,1.3663164377,363,11.049660745127,Minor Metallic Magma,Thick Ammonia,-2.261835,1.741524723947,no,920.617566616447,1.866569685117,0.00027,-0.125044,238.860318,165.234778,,22340,-413.656,40183.1,2022-06-03 18:09:58
Flyoo Prao YU-X d1-1,D,single,F (White) Star,F0,VI,3068,Flyoo Prao YU-X d1-1,F (White) Star,F0,VI,3068,Flyoo Prao YU-X d1-1,F (White) Star,,,Flyoo Prao YU-X d1-1 5,no,planetary,Water world,0,"",1436.75390625,Not terraformable,3886.2085,0.2311529964,0.6226103902,295,0.473003562181,No volcanism,Carbon dioxide,-0.477227,0.450900964861,no,1575.99820307002,2.870008758765,0.003296,-2.170176,3.87619,,,22079.6,-701.125,40132,2022-03-26 18:40:48
Flyoo Prao YV-K d9-1,D,single,F (White) Star,F0,VI,2352,Flyoo Prao YV-K d9-1,F (White) Star,F0,VI,2352,Flyoo Prao YV-K d9-1,F (White) Star,,,Flyoo Prao YV-K d9-1 8,no,planetary,Water world,0,"",1241.0655517578,Not terraformable,7178.3965,1.765337944,1.3936123848,439,10.882763385147,Minor Metallic Magma,Thick Ammonia,-0.456737,1.404576223819,no,1177.61241617025,2.494195646287,0.003223,0.034318,290.481662,,,22510.7,-227.5,40726.8,2022-03-14 18:18:36
Flyoo Prao YV-T d4-3,D,single,F (White) Star,F0,Vb,852,Flyoo Prao YV-T d4-3,F (White) Star,F0,Vb,852,Flyoo Prao YV-T d4-3,F (White) Star,,,Flyoo Prao YV-T d4-3 7,no,planetary,Water world,0,"",1687.5361328125,Not terraformable,3305.21,0.1390170008,0.5171996355,256,0.095075869726,No volcanism,Thin Carbon dioxide-rich,0.461594,0.830121304954,no,1950.88672141234,3.378566452121,0.001469,-0.044944,158.557593,,,22232.8,-142.469,40315.5,2019-09-06 20:39:55
Flyoo Prao YV-T d4-6,D,multiple,F (White) Star,F0,VI,2814,Flyoo Prao YV-T d4-6 A,F (White) Star,F0,VI,2814,Flyoo Prao YV-T d4-6 A,F (White) Star,,,Flyoo Prao YV-T d4-6 A 4,no,planetary,Water world,0,"",1487.5651855469,Candidate for terraforming,3641.775,0.189429,0.5810176134,304,0.163333718855,No volcanism,Carbon dioxide,-2.163249,1.933738176354,no,1471.57107238414,2.981704671753,0.002316,-0.041837,301.428778,,,22179.4,-168.312,40368.2,2022-02-17 03:07:14
Flyoo Prao YV-U d3-0,D,multiple,F (White) Star,F5,Vab,1970,Flyoo Prao YV-U d3-0 B,G (White-Yellow) Star,G4,Vab,1970,Flyoo Prao YV-U d3-0 B,G (White-Yellow) Star,,,Flyoo Prao YV-U d3-0 B 5,no,planetary,Water world,0,"",44809,Not terraformable,5287.03,0.6267859936,0.9121468663,243,1.583221070812,No volcanism,Nitrogen,0.091982,1.764272522824,no,2225.56051556713,3.200548949222,0.000892,0.070443,59.917261,,,21860.9,-497.719,40224.3,2022-09-14 05:03:05
Flyoo Prao YV-U d3-2,D,multiple,F (White) Star,F0,Vb,1686,Flyoo Prao YV-U d3-2 B,G (White-Yellow) Star,G1,Vb,1686,Flyoo Prao YV-U d3-2 B,G (White-Yellow) Star,,,Flyoo Prao YV-U d3-2 B 7,no,planetary,Water world,0,"",359667.25,Not terraformable,6160.3835,1.0478270054,1.1231638193,246,1.617622131754,Major Rocky Magma,Nitrogen,-1.020359,1.106249006169,no,1297.88079195556,2.24710952117,0.002999,-0.030469,325.605667,,,21894.3,-466.719,40218.7,2022-09-14 05:10:45
Flyoo Prao YV-U d3-3,D,single,F (White) Star,F3,Vb,2232,Flyoo Prao YV-U d3-3,F (White) Star,F3,Vb,2232,Flyoo Prao YV-U d3-3,F (White) Star,,,Flyoo Prao YV-U d3-3 4,no,planetary,Water world,0,"",1956.8770751953,Not terraformable,3859.2055,0.2264560014,0.6185247302,251,0.443378670121,No volcanism,Carbon dioxide,-0.056435,1.652189834259,no,2334.34858145532,3.918403642054,0.002041,-1.423633,323.675572,,,21880.6,-472.219,40229.3,2022-09-14 05:13:29
Flyoo Prao YW-A d14-1,D,single,A (Blue-White) Star,A8,Vb,1424,Flyoo Prao YW-A d14-1,A (Blue-White) Star,A8,Vb,1424,Flyoo Prao YW-A d14-1,A (Blue-White) Star,,,Flyoo Prao YW-A d14-1 4,no,planetary,Water world,1,"Metal Rich (1)",2010.2082519531,Candidate for terraforming,7574.729,2.1159000397,1.5001337528,341,12.462962003454,Minor Metallic Magma,Thick Ammonia,-0.276526,1.46283781787,no,2393.50984769838,4.03083115669,0.000602,0.962114,99.038829,,,22044.1,-705.094,41156.2,2022-05-01 04:32:05
Flyoo Prao YW-I d10-0,D,multiple,K (Yellow-Orange) Star,K1,Va,968,Flyoo Prao YW-I d10-0 A,K (Yellow-Orange) Star,K1,Va,968,Flyoo Prao YW-I d10-0 A,K (Yellow-Orange) Star,,,Flyoo Prao YW-I d10-0 A 3,no,planetary,Water world,0,"",777.9377441406,Not terraformable,3487.34075,0.1650480032,0.5520653725,273,0.44174315322,No volcanism,Carbon dioxide,-1.480638,0.791009657465,no,728.41228986228,1.557182591693,0.003058,0.278736,347.883534,,,22038.5,-333.906,40831.3,2022-05-30 23:17:09
Flyoo Prao YW-I d10-5,D,single,F (White) Star,F9,Vb,480,Flyoo Prao YW-I d10-5,F (White) Star,F9,Vb,480,Flyoo Prao YW-I d10-5,F (White) Star,,,Flyoo Prao YW-I d10-5 6,no,planetary,Earth-like world,0,"",882.4131469727,Not terraformable,6222.168,1.0790009499,1.1337242126,291,0.637505936965,No volcanism,Suitable for water-based life,0.422469,1.339848341563,no,787.76584317287,1.765934017629,0.001592,0.343976,277.543388,,,22045.4,-340.812,40848.3,2022-05-30 23:23:24
Flyoo Prao YW-R d5-2,D,single,G (White-Yellow) Star,G8,Va,1662,Flyoo Prao YW-R d5-2,G (White-Yellow) Star,G8,Va,1662,Flyoo Prao YW-R d5-2,G (White-Yellow) Star,,,Flyoo Prao YW-R d5-2 2,no,planetary,Water world,0,"",583.1931152344,Candidate for terraforming,3505.98125,0.1666290015,0.5514427423,309,0.254524329968,No volcanism,Carbon dioxide-rich,0.333574,1.853239930544,no,474.566704145185,1.168663508519,0.000225,-0.240414,328.746912,,,21731.8,-261.656,40404.6,2022-03-12 21:22:45
Flyoo Prao YW-R d5-6,D,single,F (White) Star,F2,Vb,2870,Flyoo Prao YW-R d5-6,F (White) Star,F2,Vb,2870,Flyoo Prao YW-R d5-6,F (White) Star,,,Flyoo Prao YW-R d5-6 8,no,planetary,Water world,0,"",1143.9760742188,Not terraformable,7590.326,2.1278870106,1.5024385452,409,13.575228226005,Minor Metallic Magma,Thick Ammonia,-0.02986,0.670648379572,no,1062.83609099962,2.292246458199,0.000344,0.443524,8.341406,,,21707.4,-226.781,40392.3,2022-03-12 21:29:02
Flyoo Prao YW-R d5-7,D,single,F (White) Star,F5,Vab,1576,Flyoo Prao YW-R d5-7,F (White) Star,F5,Vab,1576,Flyoo Prao YW-R d5-7,F (White) Star,,,Flyoo Prao YW-R d5-7 4,no,planetary,Water world,0,"",1048.3107910156,Not terraformable,7305.928,1.8907619715,1.44097054,432,11.084427584505,Minor Metallic Magma,Thick Ammonia,-0.99055,1.845135162986,no,937.756551084699,2.100850032211,6.8e-05,0.003086,325.802202,,,21710.5,-226.125,40391.2,2022-03-12 21:30:44
